from,to,mean,std
Brampton,Toronto,3.3365539452495976,29.831858382560846
Georgetown,Brampton,1.1717171717171717,1.9092737083254911
Guelph,Georgetown,1.1309352517985611,9.144145454776359
Kitchener,Guelph,-7.206214689265536,3.4559038011142897
London,St. Mary's,13.76096181046676,13.767011240898952
St. Mary's,Stratford,0.8583569405099151,1.4798100769700535
Stratford,Kitchener,7.942172073342737,10.65845126700061
