from,to,mean,std
Brampton,Georgetown,1.7302259887005649,2.716566902151306
Georgetown,Guelph,-0.4505649717514124,5.124927263293315
Guelph,Kitchener,-2.7874125874125872,2.286756021057195
Kitchener,Stratford,7.846153846153846,5.425724199177647
Malton,Brampton,0.9674681753889675,3.1090318415142515
St. Mary's,London,-2.574757281553398,4.8184696225285
Stratford,St. Mary's,1.591549295774648,1.491654875520886
Toronto,Malton,-0.6600846262341326,2.598641647266391
