state_shift
1
2
1
4
1
1
4
1
1
7
1
1
1
5
1
1
0
1
1
0
13
12
12
7
17
1
1
14
-1
12
0
0
8
1
4
4
2
2
5
4
2
0
1
0
1
0
0
7
11
1
2
0
-1
0
0
0
6
0
0
0
0
0
0
0
0
0
0
0
0
2
5
0
1
0
0
0
3
0
