state_shift
0
0
2
3
0
0
2
1
0
13
11
5
3
4
4
0
5
8
3
1
1
0
0
15
15
0
0
0
3
0
-1
-1
0
1
1
2
4
0
-1
1
3
0
0
0
0
1
0
0
4
0
2
5
0
3
0
1
2
2
5
5
3
1
1
0
7
0
0
6
6
6
-1
0
0
